,x,y,hue
34466,26.736843,3.446033,7
34467,25.15037,-7.7163653,4
34468,8.766143,7.180356,5
34469,-12.710807,26.474897,7
34470,-51.91965,10.508242,3
34471,17.9282,-46.542484,8
34472,-17.927544,-22.721134,3
34473,43.260944,-11.38356,0
34474,-8.882599,-19.563946,1
34475,-43.614365,7.1479845,8
34476,25.434322,-32.679096,1
34477,20.142673,25.60968,6
34478,-14.072202,-41.835022,1
34479,21.937624,11.973715,8
34480,16.772427,-32.455517,0
34481,6.073843,21.742199,9
34482,-0.48194703,15.973383,5
34483,2.1509764,-44.86464,3
34484,-0.6523424,15.398669,5
34485,30.881205,49.38406,0
34486,-43.907013,11.40835,8
34487,17.411016,-18.029526,0
34488,0.19406061,-8.882132,8
34489,-14.786095,-7.867035,2
34490,-49.845135,-26.77655,5
34491,-54.662228,0.6362036,1
34492,6.5326457,-50.749454,4
34493,9.199906,17.923418,7
34494,20.077888,-1.6241226,8
34495,8.223488,-9.758056,9
34496,4.8640122,-35.268295,4
34497,1.7873619,-11.472133,9
34498,23.357769,-32.016186,8
34499,-1.9548265,-53.986507,2
34500,-4.0770645,-9.524675,3
34501,-38.9614,-17.715115,5
34502,-40.315464,15.529918,6
34503,10.454685,-15.81134,0
34504,-14.80335,12.838627,8
34505,-15.934755,32.26269,5
34506,17.391819,-18.151222,0
34507,43.014957,-29.545847,5
34508,-17.926346,4.2483,9
34509,23.360847,53.357788,0
34510,8.403329,26.107395,7
34511,37.775642,10.350385,9
34512,21.746881,41.77922,9
34513,25.320717,-30.027199,4
34514,-35.584408,-19.863867,9
34515,14.300973,-1.6118301,7
34516,5.872376,-17.28248,0
34517,37.481,8.037996,0
34518,-32.17324,-40.825684,8
34519,15.106805,-8.943887,0
34520,-55.960075,5.071849,9
34521,45.738625,-21.430702,0
34522,-8.426708,40.44032,5
34523,43.014957,-29.545847,5
34524,32.161823,-24.907143,0
34525,-1.7047274,-25.288553,1
34526,30.16984,15.3950405,8
34527,33.641884,22.007383,1
34528,-46.000393,3.1192932,7
34529,34.459282,16.76254,9
34530,-43.614365,7.1479845,8
34531,15.766932,5.755134,8
34532,-6.419098,25.355835,9
34533,17.583433,7.968609,8
34534,-2.1088579,14.796141,9
34535,-14.121069,15.639781,5
34536,32.482933,-31.609467,8
34537,19.203192,13.819459,5
34538,-11.983997,-29.431139,1
34539,-32.24845,-23.373646,8
34540,-36.300137,20.884094,9
34541,17.583397,7.9684925,8
34542,2.5923884,-7.0624447,5
34543,-33.31471,-9.096082,2
34544,-51.04547,17.49481,7
34545,17.270582,8.848586,8
34546,12.236054,-30.266598,0
34547,-23.85894,-12.856708,3
34548,38.223904,7.2535777,0
34549,-3.7493105,-31.946049,0
34550,-39.46956,19.043009,6
34551,-44.05933,9.614098,8
34552,31.309944,4.904172,4
34553,-22.521912,0.53439844,2
34554,17.968735,3.1344776,8
34555,8.874786,-42.74714,6
34556,13.427716,41.062668,9
34557,40.48794,10.93674,4
34558,31.520111,-20.452158,9
34559,-9.195126,-10.13074,3
34560,-45.273445,19.938427,7
34561,-2.872764,35.128307,5
34562,30.15069,11.4550085,8
34563,-43.30984,-34.16608,9
34564,-7.147134,-17.565022,1
34565,40.05322,34.193794,9
34566,-32.756508,5.553583,5
34567,-15.531536,28.68113,5
34568,2.7206972,29.498442,5
34569,7.327171,-44.902214,3
34570,29.818718,3.5145857,4
34571,2.2945125,3.9553578,9
34572,-19.390484,-33.998787,1
34573,27.761374,14.872448,8
34574,-7.6290627,11.181531,3
34575,2.9605038,12.7959795,5
34576,1.9268205,32.807793,5
34577,24.150164,8.637071,9
34578,15.351258,7.11578,8
34579,18.403475,14.020025,9
34580,28.514082,25.376465,6
34581,18.106506,-2.6271276,4
34582,7.7456,43.455627,9
34583,-30.52165,18.955004,9
34584,0.639519,-29.368517,1
34585,-24.702873,17.17273,7
34586,0.85240006,-22.951538,3
34587,-27.410276,-36.086666,0
34588,32.200813,3.9101691,4
34589,-13.663801,-41.84199,1
34590,24.568956,16.092346,5
34591,8.605157,-15.684696,0
34592,-26.166239,11.6819105,2
34593,7.796121,-22.492163,0
34594,-24.103363,17.663427,7
34595,3.4281375,-9.128745,9
34596,-38.69197,-15.326628,9
34597,-4.957379,6.3340564,8
34598,-4.111656,8.551193,2
34599,-7.9001837,4.715532,9
34600,-47.87204,26.184263,4
34601,25.538767,11.325711,6
34602,4.8921685,44.789703,9
34603,-8.973803,19.008728,9
34604,-31.098782,8.058333,2
34605,-8.733945,-40.568104,6
34606,-6.425118,43.758213,5
34607,7.570773,43.26922,9
34608,-26.979433,37.658417,2
34609,-28.271948,-20.789642,5
34610,-22.60443,8.230441,2
34611,-45.729755,35.683155,2
34612,42.858097,11.717462,0
34613,-36.316143,13.69798,7
34614,40.321644,-31.603851,5
34615,-6.9795756,-38.93072,2
34616,18.134932,34.844547,9
34617,-17.318104,47.141605,7
34618,-34.750633,14.143912,7
34619,26.375233,32.07476,8
34620,-28.931376,-2.1903398,2
34621,-9.565392,24.258474,9
34622,18.279278,18.194296,6
34623,-5.655975,-41.525997,9
34624,-52.516026,9.331201,3
34625,-27.727304,36.825024,2
34626,-44.502743,-7.433508,2
34627,16.132086,3.866514,8
34628,-23.807962,31.986746,5
34629,-13.6434145,52.71875,2
34630,-46.917534,-24.605328,2
34631,30.277555,14.931751,8
34632,8.121528,46.09742,9
34633,-12.47301,38.88137,5
34634,8.556125,36.663795,9
34635,-8.558254,51.46807,5
34636,-2.5342655,10.646044,8
34637,-29.204872,-12.173426,5
34638,32.996037,-1.5515637,4
34639,36.358162,20.489662,9
34640,38.948822,22.667608,4
34641,9.616465,33.518913,9
34642,-3.0928206,-38.451874,4
34643,18.824799,-17.638786,0
34644,33.81933,33.02145,9
34645,28.510096,19.370659,8
34646,-43.75988,7.793489,8
34647,-42.101627,-0.8031246,5
34648,24.710733,-15.738516,4
34649,-15.792787,23.784052,7
34650,54.374485,-16.107748,8
34651,-26.921568,10.85502,2
34652,-36.721992,30.13661,3
34653,-25.200548,41.36763,2
34654,-43.4942,6.67031,8
34655,12.831619,-37.278366,9
34656,41.304432,-7.242696,4
34657,-43.494194,6.670289,8
34658,-38.47297,24.327606,6
34659,6.094471,-0.23549578,8
34660,42.05664,1.888374,4
34661,-30.408049,-34.19968,2
34662,-43.49415,6.670077,8
34663,7.438359,-3.2408767,8
34664,-45.729755,35.683155,2
34665,-8.207659,-6.6535196,3
34666,30.408417,-3.6270869,4
34667,35.114666,11.232585,2
34668,-23.25457,37.929512,5
34669,16.616064,11.256791,8
34670,-7.135878,16.564394,5
34671,16.838345,-32.280727,0
34672,36.00652,6.566602,8
34673,-45.11853,20.00689,7
34674,11.156554,20.375687,7
34675,-21.738247,-1.3420155,2
34676,7.8628607,-18.918556,1
34677,-31.45122,-5.211785,2
34678,4.368685,-33.379063,9
34679,-23.28265,1.6730405,2
34680,20.521385,-2.741903,8
34681,30.42679,-7.144305,4
34682,-38.65419,-18.831003,5
34683,-25.787403,42.87988,2
34684,22.379768,27.66591,6
34685,-25.336773,40.001522,2
34686,0.21808533,12.944078,8
34687,15.083036,-46.318596,9
34688,2.6345434,46.92567,5
34689,-10.010424,-23.102213,1
34690,-33.542725,27.937391,8
34691,-10.696431,18.4469,7
34692,29.443043,37.027863,9
34693,-45.434464,27.64221,4
34694,2.4972067,-4.793136,2
34695,-33.060005,-19.89752,8
34696,49.656506,2.060713,2
34697,41.514908,14.426021,4
34698,-1.9023609,-20.53961,3
34699,-10.699001,18.695425,7
34700,2.7073176,4.8808017,9
34701,25.942614,-5.0131226,4
34702,-4.206921,-9.876253,3
34703,12.859779,-11.401736,8
34704,14.171863,32.081436,9
34705,2.188575,8.58216,9
34706,-9.207413,16.755621,2
34707,40.455467,-19.589684,8
34708,-15.051601,4.9714956,5
34709,-35.370342,-20.587013,9
34710,39.30208,-16.964802,9
34711,15.422953,23.337208,6
34712,15.119004,-19.97118,0
34713,24.504543,-26.83099,8
34714,3.297417,31.930445,9
34715,6.844474,-10.635437,6
34716,5.6014,12.477701,8
34717,-14.345683,-9.903115,2
34718,35.07661,12.448546,2
34719,-34.582428,19.296873,5
34720,-13.397166,10.324786,9
34721,-22.866932,-19.90604,3
34722,-4.4391637,40.601273,5
34723,29.644339,6.503075,9
34724,-46.527416,-22.53735,2
34725,-25.909048,8.609209,2
34726,1.7548307,34.219498,5
34727,42.13871,-14.328082,2
34728,-0.19877033,-9.782978,8
34729,12.041422,-40.128693,9
34730,-11.515291,-0.73962545,9
34731,6.9230995,34.16111,9
34732,33.45279,-12.873155,4
34733,20.13076,1.6533992,9
34734,24.24269,-12.439896,0
34735,-34.247498,43.752674,3
34736,-46.471676,-22.356222,2
34737,27.186134,-35.35374,1
34738,43.50025,7.912962,5
34739,-21.541567,-38.803352,9
34740,-28.021137,-38.931026,0
34741,33.275776,33.955994,9
34742,-7.912937,2.1135275,8
34743,3.285504,31.922703,9
34744,-11.8524,37.488026,5
34745,-27.940317,21.077091,7
34746,27.831738,28.206945,9
34747,33.452126,-12.874016,4
34748,35.094982,11.372532,2
34749,-6.254001,-51.543743,9
34750,22.363613,24.703722,6
34751,15.11486,-38.272003,0
34752,-3.7493105,-31.946049,0
34753,-37.525066,-1.3065507,9
34754,13.047088,30.670248,9
34755,-5.438945,9.919006,6
34756,-9.332106,32.350773,5
34757,30.878387,18.032068,8
34758,-45.868458,12.623027,2
34759,10.751384,38.615383,9
34760,-0.48309466,13.193978,8
34761,-36.320045,13.6972685,7
34762,-13.185953,-16.459282,3
34763,-13.980661,26.40422,7
34764,-20.920824,-36.702354,9
34765,42.207386,31.889269,9
34766,-9.04744,-26.790415,1
34767,19.20418,-17.424349,0
34768,-14.249877,26.358805,7
34769,35.274605,10.366222,2
34770,-51.031635,0.25795332,0
34771,38.716167,-1.4904671,4
34772,34.442314,46.15611,0
34773,15.715652,-41.17966,9
34774,-24.259808,-42.84797,4
34775,-3.0972493,5.3333535,8
34776,-22.119413,17.01892,5
34777,-20.920694,-36.702305,9
34778,28.194132,34.407124,8
34779,15.813653,37.2579,9
34780,11.961589,-26.178553,0
34781,-34.438354,3.100197,2
34782,15.134068,21.550234,6
34783,12.6688795,35.309837,9
34784,-6.0914655,33.479935,5
34785,-37.239227,4.2638335,4
34786,25.459929,-14.853472,4
34787,52.572475,3.5031774,6
34788,14.931906,-12.251072,0
34789,-33.322098,-6.7936497,2
34790,-14.5558815,-34.88103,1
34791,-36.43468,2.4599872,2
34792,28.27724,33.89885,8
34793,-8.972175,-3.247889,9
34794,17.993593,26.855711,6
34795,28.46787,2.995003,9
34796,15.135362,21.549707,6
34797,2.719707,-21.490988,0
34798,29.760935,-6.621848,4
34799,-28.35439,34.885082,2
34800,41.915318,20.247816,4
34801,32.964607,13.769248,8
34802,25.164574,5.1118875,7
34803,-26.46169,27.229416,4
34804,-16.735867,-9.388228,2
34805,-16.54659,-14.215731,2
34806,-43.552612,4.3970814,9
34807,9.683538,12.264062,6
34808,25.219492,-7.736483,4
34809,31.119505,4.968619,4
34810,12.966421,26.1462,7
34811,19.40085,-15.4844475,0
34812,6.308296,-16.659687,0
34813,30.767538,-16.321896,4
34814,15.793555,12.9000845,7
34815,4.8911295,28.745499,5
34816,16.681072,32.027157,9
34817,-51.943085,-4.174843,0
34818,46.551514,12.948498,0
34819,2.67357,10.409268,8
34820,13.143425,39.07106,9
34821,5.8746743,33.602406,9
34822,2.7540936,4.9816985,9
34823,-4.5472507,21.929007,9
34824,-13.293022,10.821601,9
34825,-51.57576,1.6359202,0
34826,-33.654053,34.57102,4
34827,-30.889486,-18.354902,5
34828,17.047155,26.496517,6
34829,24.85781,4.8076215,7
34830,-38.72394,-3.70098,5
34831,30.311386,-28.44048,0
34832,-23.935024,13.757358,2
34833,39.098034,30.136435,2
34834,41.583828,40.076572,0
34835,50.283478,-1.9211338,6
34836,3.5089962,-4.047999,5
34837,-35.071068,-32.978287,0
34838,-28.732172,-38.438885,0
34839,-22.921282,1.350216,2
34840,20.2933,48.363495,0
34841,49.01263,10.537752,6
34842,-1.5225769,-25.28562,1
34843,-17.932571,18.031569,2
34844,18.288145,22.740324,6
34845,-56.303387,9.608498,7
34846,14.258096,36.052788,9
34847,-43.49419,6.670268,8
34848,-53.09811,-21.54664,3
34849,-22.993927,4.1576433,2
34850,22.626413,25.055769,6
34851,-10.38338,9.251951,9
34852,3.1286373,12.548504,5
34853,-35.531002,-9.434803,9
34854,22.353298,-43.712723,9
34855,26.183826,-51.75998,5
34856,-3.7493105,-31.946049,0
34857,11.594543,24.363844,7
34858,-4.991773,28.657602,9
34859,-11.08945,-36.14795,3
34860,-25.411303,-0.9442537,2
34861,-28.045904,-45.35219,4
34862,-5.6428585,-39.06799,2
34863,-1.5429207,10.007712,8
34864,-24.67286,-28.394125,0
34865,-22.006865,23.38423,7
34866,-38.661804,28.031706,8
34867,-6.325772,24.502394,9
34868,18.259449,18.130053,6
34869,21.137392,36.09885,9
34870,-3.3637064,-3.0364962,1
34871,14.482511,15.817185,6
34872,-29.465002,2.8503458,2
34873,3.821747,-50.555866,4
34874,34.28422,31.781199,9
34875,1.6781896,6.507846,8
34876,44.27005,2.9856768,5
34877,-35.307137,-32.731083,0
34878,-19.542828,-24.843344,3
34879,-4.61641,26.124674,5
34880,-29.029497,26.641787,9
34881,-3.7493105,-31.946049,0
34882,12.991846,38.39575,9
34883,-40.349087,31.288235,3
34884,22.744837,26.104576,6
34885,17.078814,29.762697,9
34886,-42.075603,-7.250984,5
34887,-11.3368225,-0.8235941,1
34888,-15.630694,44.648724,5
34889,-13.239641,8.456926,9
34890,-6.966924,30.409107,5
34891,-11.061422,-35.8934,3
34892,37.766983,10.497069,9
34893,46.205254,28.204184,9
34894,-0.61097026,53.317673,5
34895,-4.2281,42.371906,5
34896,-15.700115,-39.060005,9
34897,21.543612,35.400696,9
34898,-26.637846,26.916998,4
34899,-4.0971923,-7.4274154,1
34900,42.13574,-14.293946,2
34901,-42.2235,-29.38507,9
34902,36.006535,6.5666876,8
34903,-14.863187,23.02961,7
34904,16.62335,26.409353,6
34905,-20.725185,34.19989,5
34906,34.56241,-10.11366,4
34907,6.757719,-1.9737844,4
34908,2.6335845,16.089687,5
34909,-16.11251,48.351078,7
34910,-2.4927933,48.73861,5
34911,11.213846,28.684155,5
34912,-16.37952,-14.592658,3
34913,15.92119,-29.237806,0
34914,-24.678846,21.632746,6
34915,-25.352755,3.201514,2
34916,-56.600716,-10.843378,3
34917,43.6317,-6.6412444,4
34918,46.744434,5.9003425,2
34919,43.237667,12.679561,0
34920,36.197914,27.062754,9
34921,34.995243,4.6496253,4
34922,14.715002,7.8230534,8
34923,-33.010166,-1.2577515,2
34924,6.316963,-8.222021,0
34925,31.764944,-1.7726784,4
34926,4.8702173,-21.196724,0
34927,-15.271588,-38.93097,9
34928,13.705775,-7.114962,8
34929,16.671648,-9.282662,6
34930,22.011982,-26.19776,0
34931,-34.132423,-1.65518,2
34932,1.3748696,25.76178,9
34933,-39.3758,-39.48229,3
34934,-18.739374,-3.685938,3
34935,-4.104346,56.84761,0
34936,9.191471,-34.061607,0
34937,6.4541636,-39.57219,6
34938,17.4504,-35.67789,9
34939,-38.66179,28.03172,8
34940,-3.0218291,2.6966293,7
34941,12.8785305,53.770325,0
34942,-23.227652,14.507624,2
34943,29.671192,-23.64802,7
34944,20.52698,-28.240818,0
34945,43.292282,-11.459231,0
34946,58.457466,7.0937552,7
34947,-39.19982,19.43242,6
34948,-3.7493105,-31.946049,0
34949,51.831028,-16.930136,8
34950,10.313807,-25.500776,0
34951,26.065306,7.0738835,9
34952,-49.2151,-19.934969,7
34953,-33.79002,0.49966848,2
34954,-14.7045355,-4.7225866,3
34955,-34.132782,-1.6550992,2
34956,46.635384,7.992061,0
34957,4.2581363,50.087658,5
34958,-12.528236,-23.750246,1
34959,51.570614,-6.3424172,7
34960,-20.454842,41.620644,5
34961,-4.8261647,52.909325,5
34962,-7.5697823,-50.894497,9
34963,29.343445,-24.79556,7
34964,-23.594913,-1.1310476,2
34965,27.253155,-30.296518,4
34966,-9.909121,55.337406,2
34967,2.1128385,6.9125996,8
34968,3.3903816,-27.347376,0
34969,-38.62298,2.259134,9
34970,12.840061,-7.5775023,8
34971,43.769722,7.483642,5
34972,-11.132274,-36.67504,3
34973,-24.032614,3.7296078,2
34974,-31.632448,13.341865,4
34975,31.864094,35.427883,9
34976,-46.685116,-23.246628,2
34977,-1.4617409,-51.342518,2
34978,-0.40056404,-6.8036504,8
34979,-43.75988,7.793489,8
34980,25.025389,18.997576,6
34981,-43.4942,6.6703095,8
34982,55.291428,-1.2993498,1
34983,14.655414,-10.793602,0
34984,-1.3117881,30.567595,5
34985,51.93845,-16.895475,8
34986,-4.413507,6.485922,7
34987,-13.655177,-41.84181,1
34988,32.004044,-5.44543,4
34989,-42.544163,-28.646946,9
34990,-5.658045,-41.532562,9
34991,-25.529072,-51.162235,1
34992,-24.216658,-30.813492,3
34993,34.735725,36.39362,3
34994,-4.6382732,-50.750706,9
34995,42.309822,-22.834963,0
34996,-6.10696,-12.549041,3
34997,20.69625,16.607115,9
34998,53.667282,12.063701,2
34999,27.574846,-6.3448715,4
35000,18.933641,-12.138892,0
35001,41.43371,-26.022734,8
35002,8.883387,-11.455347,9
35003,23.761827,-18.758852,0
35004,4.0968137,-30.905434,0
35005,25.19373,33.025677,8
35006,8.012454,25.95756,7
35007,-29.700954,-50.60416,6
35008,-5.4927206,9.8172245,6
35009,8.240074,-22.259993,0
35010,-16.63116,-53.468227,2
35011,-14.648236,16.780386,5
35012,45.600327,1.5704415,5
35013,6.2072325,32.764935,9
35014,-25.201086,35.18848,5
35015,-28.132025,15.84688,6
35016,-5.2063713,-47.31006,4
35017,-16.558851,-4.9798517,2
35018,-45.72976,35.683155,2
35019,0.8985675,-42.894955,5
35020,-30.023542,25.913034,9
35021,-31.158554,-32.255836,1
35022,46.47739,12.370857,0
35023,15.738119,6.02051,8
35024,-33.306133,-35.184658,0
35025,-7.8463826,-40.981457,6
35026,20.19727,30.8294,9
35027,8.089384,-21.988783,0
35028,42.292065,36.20766,6
35029,-35.62691,-0.79386157,2
35030,15.386891,-33.97827,0
35031,-13.273415,9.257749,9
35032,-24.071453,17.69534,7
35033,-40.942955,-16.177988,9
35034,-26.145596,27.613287,4
35035,-8.6356535,21.02531,9
35036,-38.701275,20.210472,6
35037,0.49600428,6.648165,8
35038,16.871233,-20.225302,0
35039,2.716123,-44.80894,3
35040,39.753708,1.9600353,9
35041,-10.990164,40.41803,5
35042,-17.563883,-22.091278,3
35043,21.231428,-51.34614,8
35044,-18.96487,-5.200795,3
35045,53.26137,22.67411,6
35046,38.647305,-10.039295,9
35047,38.978516,38.22061,0
35048,33.620983,33.38654,9
35049,51.93837,-16.895504,8
35050,38.112896,-12.981153,9
35051,48.702778,-3.3873389,6
35052,16.878357,-10.696587,6
35053,-41.078896,30.590483,3
35054,-25.498755,-3.5227468,2
35055,24.67071,-27.7361,8
35056,42.251125,-15.93313,2
35057,45.721134,33.914143,1
35058,39.668182,2.3166964,9
35059,11.824757,32.71822,9
35060,-45.793274,-5.77043,2
35061,10.365254,-15.234396,0
35062,10.500321,10.5118475,8
35063,-46.92729,-4.7678466,2
35064,-9.909159,55.33736,2
35065,11.131088,-7.6260858,8
35066,-12.986012,49.49955,7
35067,-3.9789217,-44.99014,5
35068,12.763373,-11.815574,8
35069,12.515032,44.02782,9
35070,-27.272812,7.703431,2
35071,-17.331806,17.978842,9
35072,-29.988462,-11.388418,5
35073,52.93902,-9.528256,8
35074,-49.1593,-17.436714,7
35075,-10.63348,-37.865665,3
35076,-27.189873,10.666092,2
35077,18.678328,2.1484866,9
35078,2.7772603,14.990861,8
35079,-14.738831,1.3537608,1
35080,6.417453,-39.47194,6
35081,-43.494194,6.670289,8
35082,45.068233,-9.293321,3
35083,4.0767455,8.352468,8
35084,-25.58314,-14.347858,3
35085,16.910833,-31.4564,0
35086,-32.10412,-14.957973,5
35087,0.43443656,10.071423,6
35088,8.490441,20.76397,9
35089,-41.946426,28.846735,3
35090,16.294327,-5.8383374,7
35091,33.956535,-4.0795646,4
35092,-22.835478,-2.6359687,2
35093,-44.06024,9.713202,8
35094,-9.852041,1.3622291,5
35095,-32.078087,-16.082966,5
35096,-6.312036,34.159542,5
35097,18.259495,18.130222,6
35098,-25.345911,35.59741,5
35099,-19.430979,9.260407,9
35100,-25.49164,15.5007925,3
35101,-40.81638,2.2139914,5
35102,12.792849,-17.380056,0
35103,-51.67192,3.940705,0
35104,27.372627,7.184138,9
35105,-19.32791,5.7515564,6
35106,-20.717945,-34.330975,1
35107,-1.1824678,-55.09148,2
35108,-23.534063,-14.287721,3
35109,-43.75988,7.793489,8
35110,-17.799053,-39.32159,9
35111,1.4723215,-5.7061386,7
35112,-0.8565855,8.376386,8
35113,29.889719,-5.038882,4
35114,-23.770235,-36.200317,0
35115,26.246994,-5.778263,4
35116,8.1672325,31.28235,5
35117,-12.361603,19.623386,7
35118,-14.529883,0.6370878,1
35119,8.616818,14.140348,9
35120,3.9800022,-35.505424,4
35121,38.005886,-17.8496,9
35122,21.454176,9.308995,5
35123,-53.128445,6.5957046,9
35124,15.550989,-41.1458,9
35125,6.552822,-24.113731,0
35126,20.410835,28.350365,6
35127,-43.75988,7.793489,8
35128,-32.90474,22.122908,9
35129,-43.75988,7.793489,8
35130,22.688776,-29.016848,8
35131,3.4505286,-15.390185,3
35132,-2.8808856,35.63981,5
35133,30.928558,18.07465,8
35134,-43.49419,6.670268,8
35135,23.127432,45.128757,6
35136,-3.6695924,-43.263397,5
35137,6.3690257,6.9561505,5
35138,1.9617201,32.50807,5
35139,-8.54846,34.696384,7
35140,52.949593,-9.492677,8
35141,37.080257,-31.710217,5
35142,43.234676,-1.0849587,3
35143,-2.6798747,-15.183814,2
35144,-10.77975,-44.078197,9
35145,-22.08136,-31.67823,1
35146,-35.219715,11.646499,4
35147,-53.91383,20.84391,2
35148,18.757143,-11.44976,7
35149,20.677326,6.4785657,8
35150,-10.120317,7.7701902,9
35151,-25.482897,19.225245,6
35152,-27.983929,13.266594,7
35153,12.979808,-34.263306,0
35154,-2.1907518,49.16878,5
35155,-18.500006,-36.6052,9
35156,-28.559933,-5.0616097,2
35157,10.805774,0.3388821,5
35158,-23.627113,6.706977,2
35159,-49.81047,-25.586031,5
35160,11.107474,12.110025,6
35161,-17.719345,10.159186,9
35162,-13.048893,29.917711,5
35163,36.149364,26.446507,9
35164,21.242514,-15.917638,4
35165,37.846184,-17.910706,9
35166,31.593647,27.463982,9
35167,-5.1610637,-27.352125,1
35168,-51.284546,-8.159097,1
35169,21.704124,-5.5837636,4
35170,34.142155,4.003266,4
35171,-12.168657,26.46717,7
35172,16.534569,-41.3177,9
35173,-16.196396,30.131056,5
35174,36.372173,-1.6948403,4
35175,-31.079836,-29.211006,9
35176,-12.674458,17.224377,5
35177,19.230556,-19.813753,0
35178,28.112364,-6.260836,4
35179,-24.774693,-15.447826,3
35180,-34.69541,2.254476,2
35181,0.12812683,49.604748,5
35182,-0.48135722,53.36629,5
35183,-12.324521,-38.94462,9
35184,36.041656,-8.386427,4
35185,-34.91561,42.994118,3
35186,-28.003513,-35.7182,0
35187,38.786713,-3.0442584,8
35188,37.039146,-16.218054,9
35189,-23.25457,37.929512,5
35190,31.94584,42.159885,4
35191,7.153154,0.51292485,0
35192,-18.558678,20.776178,5
35193,-3.7493105,-31.946049,0
35194,38.452858,-0.5135513,4
35195,25.927366,-30.078915,4
35196,-21.414394,41.136997,5
35197,-25.481865,5.958746,2
35198,13.54746,3.6860456,7
35199,3.7852983,2.0247207,9
35200,8.907049,-42.948124,6
35201,29.912142,-49.227768,3
35202,49.577488,-17.90574,0
35203,-44.00612,9.020541,8
35204,25.314129,27.9318,6
35205,49.012627,10.53774,6
35206,51.681442,5.798475,6
35207,-24.66317,-31.829845,3
35208,25.571108,-14.525811,4
35209,11.348802,20.89681,7
35210,16.27054,-1.469619,3
35211,54.605427,12.357513,2
35212,-33.380585,1.0929058,2
35213,-18.432701,-12.845755,2
35214,35.323174,-6.381846,4
35215,13.991057,-27.450249,0
35216,19.639488,-2.1570785,8
35217,-42.62142,-27.667486,9
35218,22.57102,-30.084648,8
35219,-35.112026,16.070038,5
35220,39.917336,12.141361,4
35221,43.401848,-11.707188,0
35222,-33.952194,-25.625963,9
35223,35.086327,-33.520287,6
35224,-7.101325,-51.232307,9
35225,16.630144,27.890587,9
35226,5.8237433,11.207768,8
35227,45.5872,-29.783955,5
35228,43.05528,-29.563616,5
35229,-36.357662,1.760599,2
35230,-3.3119757,1.2564963,7
35231,42.715454,10.601557,0
35232,-33.500126,44.49377,3
35233,45.291664,21.515875,3
35234,40.798847,-1.0418694,9
35235,1.5826615,-16.506393,0
35236,-10.5446825,-46.991627,4
35237,-24.216658,-30.813492,3
35238,26.629917,26.174309,6
35239,11.110051,-10.1719475,6
35240,-18.345562,-33.02652,1
35241,-57.32776,0.62414676,1
35242,-30.578005,-6.3039455,2
35243,-2.0103333,-53.868732,2
35244,-0.5506588,-27.39305,1
35245,-30.58172,-6.2999477,2
35246,-20.381813,55.191017,1
35247,-4.5623865,21.99881,9
35248,15.1910095,0.19414993,7
35249,-47.709652,0.8145125,2
35250,-17.954874,10.595951,7
35251,20.117794,-1.5886217,8
35252,1.9991215,-0.78377604,8
35253,8.409425,-32.791904,0
35254,30.094002,11.4195795,8
35255,-4.265866,-13.048187,8
35256,-7.031089,-38.924118,2
35257,-12.882827,2.5562086,9
35258,1.8656406,33.98937,5
35259,-22.609632,-3.1075985,2
35260,-33.25909,-11.415125,2
35261,25.539103,11.320379,6
35262,-8.614168,27.09054,9
35263,6.172904,3.3059888,0
35264,11.082757,-10.709141,0
35265,-19.563099,32.18588,5
35266,-42.96099,-33.612705,9
35267,31.560226,18.92423,8
35268,9.364219,1.0300106,8
35269,-30.02494,8.86424,2
35270,-28.741121,9.796395,2
35271,-29.733276,9.09004,2
35272,-11.631309,-44.504932,9
35273,-34.001213,7.734362,4
35274,54.878525,-5.300869,8
35275,-14.785091,-7.9303904,2
35276,-31.158554,-32.255836,1
35277,-20.685165,-9.118214,6
35278,10.904005,-7.77622,0
35279,31.927986,-14.133304,4
35280,9.600338,53.41118,0
35281,-38.709602,40.49891,1
35282,39.69304,27.242947,2
35283,-25.433247,35.938072,5
35284,-23.183592,7.6577506,2
35285,2.15476,-16.906607,0
35286,-33.779655,37.516094,0
35287,19.900019,30.837652,9
35288,-8.644296,-34.72952,3
35289,-26.457827,22.321375,7
35290,-5.4421816,-39.071987,2
35291,22.496666,28.063652,6
35292,-16.833035,24.199947,7
35293,16.706444,-20.854393,0
35294,-19.015915,34.928177,5
35295,22.652102,31.55879,6
35296,15.423274,-25.14174,0
35297,-14.868375,-7.873586,2
35298,38.599365,-0.94628924,4
35299,-10.782815,-19.554173,1
35300,4.5447907,44.37282,9
35301,-28.826591,24.19405,7
35302,-27.988674,-35.727345,0
35303,-16.830524,24.199028,7
35304,43.345093,-19.53192,8
35305,-21.251476,18.242859,5
35306,18.682487,-8.772235,7
35307,-42.083267,-29.660986,9
35308,8.229404,-26.160704,0
35309,-29.995779,8.886895,2
35310,-28.735567,9.799933,2
35311,-48.80341,3.4501,9
35312,-10.502877,-5.645205,1
35313,5.548836,-3.426963,9
35314,-25.960789,38.60196,2
35315,6.6952386,-41.334354,6
35316,-29.270985,9.437013,2
35317,2.755466,-9.280307,9
35318,22.431337,27.789396,6
35319,-6.897536,-0.7717629,9
35320,8.26285,-5.2357645,3
35321,-24.129702,-6.605219,3
35322,-43.460823,-34.433754,9
35323,7.964584,29.350916,5
35324,-6.211141,43.676296,5
35325,-17.655947,-8.917924,2
35326,29.399061,40.135258,9
