,x,y,hue
174,-23.902836,-8.763289,3
175,6.80945,-24.511051,0
176,17.648123,20.481441,6
177,-11.159902,-7.004141,1
178,44.095154,-22.403801,0
179,45.02341,-21.935503,0
180,19.649431,45.055756,2
181,20.22244,-35.43317,2
182,-11.704817,36.751312,5
183,10.357846,-10.130698,9
184,-10.936748,-25.174229,3
185,21.395676,-13.851927,4
186,-10.969875,-14.924106,3
187,17.585278,21.98745,6
188,-52.227005,24.57594,1
189,17.585222,21.98736,6
190,-42.70874,22.307074,5
191,10.746207,-45.533245,6
192,17.856634,20.68018,6
193,-20.794954,51.5363,0
194,47.251274,-5.9685965,6
195,-33.587624,30.975916,6
196,-40.237766,15.945892,6
197,15.219066,0.068721175,7
198,-41.948723,28.84097,3
199,2.1860836,-44.859306,3
200,-28.615648,9.693933,2
201,42.292065,36.20766,6
202,-4.91186,10.651292,6
203,47.989254,-5.04042,6
204,-40.3069,15.570418,6
205,-30.913933,31.150612,6
206,12.45536,5.605514,8
207,-5.760078,33.159744,5
208,-40.3069,15.5704365,6
209,20.22244,-35.43317,2
210,-24.10602,-9.70787,3
211,22.541872,28.520222,6
212,1.1690043,-6.6500645,0
213,-56.066166,-17.58887,6
214,28.084114,-20.348944,0
215,-56.066166,-17.58887,6
216,-39.983788,17.945107,6
217,52.57219,3.502637,6
218,20.50514,44.90355,2
219,-14.512814,-18.00754,3
220,-39.635063,31.715855,3
221,49.367756,2.9535737,2
222,25.676455,-9.088872,4
223,32.71801,34.65635,9
224,25.655773,-9.090148,4
225,25.727953,-9.081818,4
226,25.69625,-9.081077,4
227,7.2352204,-18.867243,1
228,25.696243,-9.081092,4
229,-1.7898161,-7.713997,6
230,16.728346,-9.793137,6
231,12.746255,-12.794572,8
232,12.714755,-34.031883,0
233,46.15663,-7.1098957,6
234,6.6882043,-11.750403,0
235,32.20209,-45.66958,6
236,-26.50395,-10.198508,2
237,22.259668,38.458675,6
238,16.526287,-21.673237,0
239,14.301517,2.708574,7
240,19.366568,-5.870639,2
241,-45.694973,-5.8613343,2
242,-50.501144,17.488375,7
243,-15.110791,27.832237,5
244,-2.5196178,-29.762575,0
245,-20.381813,55.191017,1
246,25.844143,-40.70941,2
247,20.080397,-26.251375,0
248,35.094475,12.578908,2
249,-22.829605,15.08276,2
250,-18.242186,-13.251241,2
251,-8.149162,6.687834,6
252,8.150006,-22.074577,0
253,6.735663,-27.493036,0
254,-5.6648674,-24.49713,1
255,-3.552638,-20.64561,3
256,4.1885285,-4.4033093,0
257,19.47757,45.077553,2
258,19.477524,45.07756,2
259,19.477583,45.07755,2
260,4.550177,-27.515247,0
261,-15.098629,-9.963183,2
262,53.688946,8.330737,6
263,3.3886933,-12.531039,2
264,27.231764,42.711422,6
265,-7.7359586,-6.282038,6
266,-7.237275,28.992798,5
267,-46.306908,7.915407,7
268,-11.937805,-2.3603737,3
269,-20.708323,5.825902,2
270,13.07178,-19.747372,0
271,-20.897142,2.1328297,2
272,-23.11926,-13.898177,3
273,-24.724806,-0.48634914,2
274,-25.891546,-10.597428,2
275,-8.854879,6.0367646,6
276,-26.799574,3.0681646,2
277,20.11155,-45.411827,9
278,-51.665543,-8.345754,1
279,-21.162212,5.410716,2
280,-46.19533,4.899319,7
281,-20.8369,-8.839459,6
282,-16.37749,20.684896,7
283,23.708729,21.748953,6
284,-19.853905,45.1225,1
285,26.316328,42.723545,6
286,-56.34141,1.03104,1
287,-47.65108,-3.639463,2
288,7.811313,-37.775444,6
289,-52.513687,9.335676,3
290,16.867445,-20.238493,0
291,26.434023,42.71303,6
292,-13.835411,49.336117,7
293,25.302254,27.921518,6
294,7.2419515,-29.057074,0
295,26.246014,22.270494,6
296,6.791511,-10.797563,6
297,19.355576,-26.33077,0
298,26.549778,42.706287,6
299,52.191727,11.159624,2
300,-28.937868,-12.344503,5
301,54.834705,8.165503,6
302,-24.632994,-48.616985,1
303,-7.1070857,7.2660384,6
304,-9.438016,-29.061762,1
305,-17.154217,1.6763885,3
306,-7.805051,-6.3329387,6
307,46.134834,-7.1315923,6
308,16.6753,-24.023602,0
309,-5.377194,-17.777681,1
310,-1.2378371,5.5222025,8
311,-25.61575,18.95778,6
312,13.532717,3.7054267,7
313,-26.943865,-2.1967967,2
314,-15.059756,5.0415673,5
315,35.416367,-34.906532,6
316,1.2824839,15.336171,6
317,-35.843014,23.136225,6
318,-49.70781,17.395128,7
319,53.734745,8.323955,6
320,-3.7290936,-26.540512,1
321,-2.1108074,-53.585976,2
322,-3.2696698,9.517745,9
323,-24.440868,17.353683,7
324,-41.36996,-3.9792893,5
325,12.486995,-46.743107,6
326,-15.108664,27.776697,5
327,15.135766,-8.484667,8
328,28.422005,22.159468,8
329,23.706875,-15.83813,4
330,-29.58742,31.680048,6
331,16.922792,-11.099213,6
332,-22.767359,4.2492905,2
333,16.80882,26.43716,6
334,-12.483747,-26.131866,3
335,40.07314,-28.366417,8
336,-35.244835,11.622994,4
337,4.27099,-15.575546,0
338,9.946488,10.523043,8
339,-32.509804,-6.7272825,2
340,-22.772741,4.246903,2
341,-18.914785,12.641752,5
342,2.9904082,0.8660289,6
343,-37.9396,24.178457,6
344,7.3392925,11.267925,6
345,-19.212755,5.7572227,6
346,30.838264,2.2619462,4
347,-40.63593,-13.162845,2
348,-35.843014,23.136225,6
349,-7.1112,-26.99674,1
350,31.353796,49.1982,0
351,-24.87815,25.295456,6
352,21.590033,-21.107439,0
353,-6.696846,-21.334469,1
354,25.372488,42.955643,6
355,16.319729,18.580687,6
356,27.159967,42.705505,6
357,-40.897297,5.887389,2
358,36.63796,-3.8157115,4
359,-29.39697,31.764908,6
360,-8.9258375,-26.07063,1
361,4.555646,24.509077,7
362,3.4940135,-27.081472,0
363,-24.698307,-28.382631,0
364,-24.338455,-47.924274,1
365,22.596933,25.017403,6
366,46.156075,-7.1104527,6
367,-7.639127,-9.048094,3
368,-20.87433,5.771906,2
369,-53.20729,-5.539238,0
370,31.955626,-5.3919272,4
371,-1.511797,25.465796,6
372,-7.6413164,-9.048742,3
373,39.07527,30.21034,2
374,-2.850272,-7.3431444,1
375,14.33191,-30.225185,0
376,16.96454,-12.095353,6
377,-13.223309,32.21567,5
378,-5.187033,10.3097,6
379,-28.345116,15.693588,6
380,14.548314,-27.88613,0
381,-33.32922,-6.7933874,2
382,40.495716,10.907795,4
383,2.8181322,-6.9902296,5
384,4.0589876,-44.8221,3
385,-24.970938,-39.37229,9
386,27.725927,-0.40440091,4
387,-4.7730017,-47.377815,4
388,-17.195915,-43.464195,4
389,-19.90702,4.0894747,2
390,-25.022358,-19.307537,3
391,-1.506576,-1.6596723,6
392,25.551952,11.499892,6
393,30.301188,-4.620998,4
394,3.5220063,-19.81747,3
395,-35.001705,11.794291,4
396,53.745094,22.510027,6
397,11.932443,-46.307644,6
398,-6.0968623,-19.78301,1
399,-26.884995,32.56746,2
400,-16.901762,-15.069472,1
401,25.59867,-33.371548,1
402,-38.712902,-4.1174593,5
403,-24.1667,-10.122223,3
404,35.5013,-36.3109,6
405,15.125677,-19.943312,0
406,-19.133924,-46.838367,3
407,-0.49725512,-15.833099,3
408,22.886847,46.29934,6
409,20.370523,25.740982,6
410,-49.25479,8.645875,0
411,35.502262,-36.28928,6
412,-1.2292441,26.717926,9
413,25.957207,42.786777,6
414,32.821037,-6.438991,4
415,10.607549,52.816998,0
416,53.32426,22.65286,6
417,-35.843014,23.136225,6
418,4.398015,56.279423,1
419,-36.586235,-5.0457406,2
420,-45.5526,-5.996431,2
421,17.267344,-18.77744,0
422,20.607075,44.880184,2
423,16.915232,1.4280115,6
424,-28.661093,-46.55274,4
425,-36.801064,23.336803,6
426,-20.404932,2.8681521,6
427,-36.616653,30.008286,3
428,6.793526,-24.488209,0
429,27.74913,42.773624,6
430,51.867428,23.1426,6
431,-44.628105,-7.150653,2
432,-52.193295,9.959612,3
433,18.146399,-8.368082,6
434,-35.843014,23.136225,6
435,1.9732971,-44.89568,3
436,12.4244375,-46.691032,6
437,47.39681,-5.7993674,6
438,16.983953,1.6798604,6
439,-45.846546,-5.722043,2
440,-5.3554044,-56.054676,3
441,-28.345116,15.693588,6
442,7.6893816,-8.022458,9
443,14.52745,15.830475,6
444,6.461726,-27.043365,0
445,3.3924117,-23.148932,0
446,-18.096052,-18.806807,3
447,-30.102886,31.463196,6
448,27.280714,42.716206,6
449,-10.690358,-19.375353,1
450,-0.43015012,-10.453264,8
451,-21.790617,2.3064983,2
452,16.432724,18.814022,6
453,49.94035,1.625367,2
454,34.479107,4.843094,4
455,18.978313,-49.402252,8
456,51.127415,26.903992,9
457,-2.9172432,-42.585194,5
458,-15.232025,10.694895,6
459,6.3973656,-39.42018,6
460,29.036413,-1.3916477,4
461,45.21567,34.95545,1
462,-49.428333,-21.915552,7
463,-49.428326,-21.915518,7
464,12.99262,38.387905,9
465,11.626186,16.831444,6
466,21.840652,-20.724686,0
467,-22.978708,-20.072203,3
468,-22.084446,-3.9350107,2
469,-20.478788,10.815214,5
470,35.50011,-36.170994,6
471,-28.729637,2.926505,2
472,11.883367,14.444416,7
473,35.099216,11.338311,2
474,17.585257,21.987417,6
475,-38.629322,-19.008457,5
476,47.395588,-5.8008375,6
477,17.458677,-16.615156,0
478,-8.349413,-14.729437,3
479,-33.602306,9.169636,4
480,18.824812,-22.977732,0
481,-9.133336,-27.309002,1
482,-27.08824,16.706507,6
483,22.877523,25.421103,6
484,8.69117,-38.476646,6
485,11.030603,-7.7243443,8
486,22.285158,52.7221,0
487,-18.19126,-1.0214564,3
488,6.406858,-39.44385,6
489,26.241825,22.146181,6
490,-6.7271233,-38.96271,2
491,26.241838,22.14671,6
492,-6.168265,-43.487556,9
493,14.329921,19.592426,6
494,52.043514,19.001886,4
495,-49.428326,-21.915518,7
496,-16.947369,-44.743877,4
497,-28.759884,-7.530323,2
498,23.387276,-10.96286,4
499,-1.7290449,20.138844,7
500,26.316242,42.723557,6
501,22.188326,24.46211,6
502,16.867758,20.10749,6
503,-25.927908,-24.478281,3
504,26.204002,23.564034,6
505,50.410976,-1.8633162,6
506,23.36534,38.242424,6
507,-25.067684,28.226013,4
508,37.598934,-42.608986,9
509,14.3235035,19.584414,6
510,17.730335,56.27074,4
511,-46.19533,4.899319,7
512,-16.939293,-44.807663,4
513,25.201288,-18.709084,2
514,24.771908,-10.60379,4
515,-35.843014,23.136225,6
516,1.9858329,19.339622,6
517,11.215938,47.530464,0
518,-14.249793,-21.692627,1
519,-5.1453342,-20.578913,1
520,16.650618,-23.78432,0
521,12.486995,-46.743107,6
522,-12.325449,-25.959455,3
523,13.226453,50.98817,0
524,3.1701357,-10.916738,0
525,23.884552,11.46107,5
526,20.673904,39.228184,6
527,-0.7486433,-5.758499,3
528,25.676517,-9.088842,4
529,45.83987,-2.3983533,8
530,6.5917454,-39.965565,6
531,-25.465584,-24.930912,3
532,21.582966,23.573,6
533,1.4040781,-20.488958,3
534,20.601303,48.40651,0
535,-3.7493105,-31.946049,0
536,23.514175,44.25606,6
537,16.635017,-8.796896,6
538,25.6558,-9.090144,4
539,16.650196,-9.057824,6
540,12.4244375,-46.691032,6
541,23.749392,43.967648,6
542,-39.790028,21.841791,6
543,12.424461,-46.69105,6
544,-8.904747,-25.946552,1
545,-20.261917,5.8420444,2
546,6.588821,-32.860165,0
547,-56.066166,-17.58887,6
548,12.424461,-46.69105,6
549,46.89963,-6.3450265,6
550,51.681877,5.7980185,6
551,-34.6433,31.968979,6
552,-38.171547,24.317896,6
553,9.464955,11.149343,6
554,25.696274,-9.081081,4
555,19.423115,-3.4481628,8
556,6.653622,-37.202156,6
557,16.339521,18.637568,6
558,-0.007066645,-28.558067,1
559,-8.915363,-25.992594,1
560,-27.000841,-26.595282,0
561,25.696312,-9.081061,4
562,20.222576,-35.433167,2
563,-6.142975,8.256134,6
564,11.934424,-46.309135,6
565,-26.4269,-23.29399,3
566,19.037956,39.668667,6
567,19.285126,48.282005,0
568,24.865623,18.315939,6
569,-26.620012,3.329628,2
570,-0.7837596,-5.793496,3
571,-29.489246,31.722925,6
572,-40.18704,16.31327,6
573,26.931479,25.801954,6
574,-56.066166,-17.58887,6
575,-19.81953,16.442167,5
576,48.44409,-4.0342236,6
577,3.424575,-31.552137,0
578,12.896385,-0.4181198,0
579,-40.000896,17.894957,6
580,-15.301997,10.726198,6
581,6.29788,-32.25121,0
582,-32.39856,30.750298,6
583,24.000761,22.504986,6
584,30.595167,32.75519,5
585,-11.462945,23.898409,7
586,11.424749,16.637407,6
587,20.562777,44.89144,2
588,35.445328,-46.61291,6
589,8.554742,-20.76097,0
590,7.22557,11.113509,6
591,-51.82104,2.7855515,0
592,-35.843014,23.136225,6
593,-42.06909,-7.2361054,5
594,-16.96389,8.650786,6
595,38.787136,-3.044861,8
596,48.792515,-3.2009606,6
597,25.534014,42.90294,6
598,-3.8600695,-20.96461,3
599,-29.700954,-50.60416,6
600,20.49404,21.26842,6
601,6.4048586,-39.43866,6
602,-13.721572,14.664288,5
603,-35.043148,32.454376,6
604,-0.46371084,21.148746,5
605,12.486995,-46.743107,6
606,-17.679865,-3.9137905,3
607,25.255587,42.99776,6
608,18.995531,39.682076,6
609,7.461781,11.460985,6
610,16.974417,1.5033478,6
611,26.213045,21.347078,6
612,12.486995,-46.743107,6
613,22.89845,46.23317,6
614,29.645643,9.657178,5
615,6.401946,-39.431202,6
616,11.945179,17.322052,6
617,1.1372064,19.751356,5
618,11.314276,10.106532,8
619,-22.227869,-17.895796,3
620,35.500782,-36.199203,6
621,52.154408,11.132973,2
622,12.393827,-0.6111427,0
623,28.992538,-1.3372346,4
624,27.986744,42.80636,6
625,47.368546,-5.833344,6
626,-16.864613,5.689268,2
627,-30.582197,31.274508,6
628,53.709538,12.079291,2
629,16.647312,-24.84222,0
630,0.3931128,6.970716,8
631,4.223646,-1.43255,8
632,-14.61851,-41.77653,1
633,-16.63116,-53.468227,2
634,12.821,-17.60057,0
635,43.292347,-11.459392,0
636,-15.927357,-6.8797765,3
637,-26.953674,32.744972,2
638,-45.819565,-5.7463136,2
639,-2.9147127,-6.156106,1
640,-31.355282,13.527575,4
641,-28.088999,-2.094478,2
642,-32.145336,-6.5999093,2
643,2.9033017,-31.672728,0
644,-26.540218,5.509041,2
645,18.096272,-2.6751583,4
646,17.431433,21.716757,6
647,-29.999773,2.8273904,2
648,-2.3518307,10.489085,8
649,25.349838,-0.115963615,9
650,6.2371306,-42.432884,6
651,19.520334,-3.6411095,8
652,-5.092196,49.82703,4
653,-25.107096,-0.88860166,2
654,5.9918127,-20.57243,0
655,-23.768856,3.8423736,2
656,-41.456646,8.600129,2
657,5.928761,-28.886093,0
658,-22.886944,25.069914,7
659,20.06951,-10.912266,3
660,-11.009891,46.89136,5
661,-16.595562,5.8350196,9
662,-18.531088,6.1840243,6
663,12.674844,-0.31548354,0
664,-16.595581,5.8346705,9
665,-30.427896,31.333445,6
666,4.422455,-20.800488,0
667,-13.944039,-17.216358,3
668,-11.682956,36.655975,5
669,10.308205,53.002094,0
670,6.3008842,-42.322567,6
671,6.802741,-15.920082,4
672,-2.320166,-10.319282,8
673,-36.467262,-4.789787,2
674,7.3429213,-44.904026,3
675,-0.7512814,-5.6088743,3
676,22.9795,-15.901053,4
677,-27.367544,29.928205,2
678,-27.497866,29.291166,2
679,50.633644,15.497437,4
680,25.016178,18.96366,6
681,32.88479,-6.5193834,4
682,-2.7038171,57.179424,0
683,36.4166,29.081495,9
684,25.598677,-33.37157,1
685,11.438724,-51.682407,9
686,-1.1893508,-3.3497987,8
687,28.665064,42.906254,6
688,-49.09708,13.922316,3
689,7.830704,-37.786266,6
690,28.633345,42.901424,6
691,-25.574339,-14.371159,3
692,-26.241175,-6.153832,2
693,17.788343,-43.981575,5
694,26.511944,-13.348221,4
695,-32.91316,-1.2158175,2
696,39.537743,27.534262,2
697,-34.354687,-30.36377,1
698,2.498392,4.560759,9
699,-0.8376008,-36.571518,4
700,10.396608,-15.427959,0
701,48.839493,18.445442,9
702,-14.320202,-29.873344,1
703,-17.611414,19.149815,5
704,-24.970938,-39.372288,9
705,-3.7493105,-31.946049,0
706,-17.195919,-43.464195,4
707,41.77313,40.247505,0
708,-15.010573,-12.858761,3
709,-4.9584303,10.599219,6
710,20.121666,39.409126,6
711,-18.560062,-14.565539,1
712,-34.342926,31.61994,6
713,45.291313,-9.514425,3
714,-19.439585,5.6419873,6
715,-5.072682,-27.300375,1
716,-15.997694,13.206129,8
717,25.598677,-33.37157,1
718,-26.942005,-4.649541,2
719,-4.236455,-18.87244,1
720,-5.4418178,-17.924826,1
721,20.611797,21.830132,6
722,20.233215,39.377014,6
723,3.426294,-12.52275,2
724,-5.3407516,-17.699963,1
725,-8.677133,-14.556061,3
726,38.25008,38.001534,0
727,-45.72977,35.683147,2
728,25.217676,19.695873,6
729,-45.10505,23.343708,8
730,-23.645887,32.355354,5
731,-0.8252774,-19.744097,3
732,-15.540632,2.9080899,1
733,17.02242,20.69639,6
734,32.206608,7.729743,4
735,-23.85044,-5.220681,2
736,22.543892,28.520733,6
737,-35.617054,-0.80904955,2
738,8.737215,5.389103,5
739,9.359715,-40.41648,6
740,51.127415,26.903992,9
741,-23.1835,43.34034,1
742,-19.13639,-46.654316,3
743,-24.063236,-16.572252,3
744,15.059023,-16.12509,0
745,53.453068,11.9704,2
746,-27.50792,-2.158356,2
747,33.994762,-11.55822,4
748,-27.151722,-18.072748,3
749,2.8371918,-4.6992745,2
750,-25.69413,-13.328417,3
751,45.61994,-29.775026,5
752,-23.902212,-46.932026,1
753,-6.7602005,-5.5717463,6
754,-32.770103,30.774076,6
755,-20.621664,-9.791938,1
756,-49.205936,-19.80167,7
757,-16.835396,-9.332342,2
758,-26.395256,49.20867,0
759,-3.4293559,37.851734,5
760,0.5807449,-23.899218,1
761,43.29237,-11.459445,0
762,-20.423798,13.099305,9
763,16.426182,33.273327,9
764,30.532265,-48.919178,3
765,9.416004,-40.007774,6
766,19.261,27.76189,6
767,12.683251,12.157713,7
768,-25.84896,-4.757302,2
769,-30.817545,37.08722,3
770,26.796354,31.034103,8
771,-15.080325,4.729398,5
772,-16.886196,-34.344345,1
773,-34.606045,6.6653714,4
774,-9.484304,-29.675457,1
775,22.986542,13.877092,8
776,-3.7493105,-31.946049,0
777,-6.759032,-21.44694,1
778,-8.728765,-40.570778,6
779,40.122208,26.584284,2
780,-44.46851,1.2595631,7
781,43.29237,-11.459445,0
782,-22.60356,-11.694204,2
783,-21.055557,18.501892,5
784,-17.635761,-8.922181,2
785,4.324269,-14.376528,7
786,42.268307,17.781477,4
787,-0.5945436,-27.027018,1
788,-44.010925,-36.33941,9
789,-9.215417,5.8862667,1
790,-13.5127,5.9938917,9
791,24.312874,-1.1597629,6
792,-0.13582751,35.46025,5
793,21.941448,26.953573,6
794,-25.377443,12.304098,2
795,-12.26648,-31.237797,1
796,-33.42125,3.5939503,2
797,11.222123,4.0803103,5
798,-3.2253506,-20.369768,3
799,38.092842,31.945356,2
800,26.0389,-17.14549,4
801,32.166107,-45.764908,6
802,-21.584644,-37.34003,9
803,35.01148,4.6509852,4
804,-6.8117504,2.808688,8
805,-40.87238,5.7999296,2
806,-34.92241,-29.991703,1
807,20.890223,12.303896,8
808,15.568165,29.710648,9
809,-23.731068,6.578446,2
810,-49.753487,7.9312525,0
811,2.0972419,-33.757874,0
812,25.729914,2.400018,4
813,40.22677,26.443651,2
814,-8.287381,-17.676195,1
815,-10.731049,19.630186,7
816,-25.786055,-24.634897,3
817,-36.437954,29.789837,3
818,17.357504,21.567177,6
819,53.324947,22.652626,6
820,-10.339014,-8.805766,3
821,1.0222871,-14.86817,3
822,-10.405482,28.729477,5
823,13.672842,50.631416,0
824,-33.454308,-6.783515,2
825,0.13347296,-16.110758,3
826,16.031038,-10.914397,6
827,26.869648,-17.34972,4
828,-50.00682,20.852304,6
829,-2.2477584,-10.172842,8
830,12.36465,-14.563977,0
831,53.324955,22.652622,6
832,13.1617985,11.649702,8
833,-29.522364,2.8459299,2
834,-22.887772,25.070198,7
835,-35.720886,-2.9427588,2
836,13.4612055,5.579171,8
837,47.91053,-33.993416,6
838,24.161362,23.924673,6
839,43.43607,13.073669,0
840,-2.0191832,10.274998,8
841,-36.367878,23.239056,6
842,29.789055,3.57399,9
843,52.088837,11.08554,2
844,21.663317,-5.4717903,4
845,-39.256153,-2.0903614,5
846,18.508125,-12.83266,0
847,6.6473265,-41.53316,6
848,-32.329483,-6.669286,2
849,-40.173588,16.437859,6
850,-34.417397,7.0905623,4
851,-10.120579,-13.823734,3
852,26.742035,35.73913,8
853,-12.345332,-13.105873,3
854,-4.082375,-12.882659,8
855,0.038763773,13.034265,8
856,-21.057568,48.06524,1
857,-42.818356,-11.986552,2
858,36.410683,8.712102,0
859,-30.48988,37.77103,3
860,-44.204586,-8.1543455,2
861,49.477386,-10.727462,1
862,-30.817547,37.087215,3
863,-28.625307,-7.586422,2
864,-0.8250925,-25.724056,1
865,3.5259807,-17.272062,3
866,-18.776567,-9.836066,3
867,18.61168,-10.402957,7
868,14.6574135,20.158236,6
869,-22.888247,25.070768,7
870,-28.722277,-46.716225,4
871,-18.421087,-41.939358,4
872,-31.24891,31.029541,6
873,17.380478,-14.505566,0
874,26.196087,21.244772,6
875,19.218813,-17.295002,0
876,-5.051437,-25.093107,1
877,15.057625,-8.762184,8
878,3.5259285,-17.272123,3
879,17.61499,20.434103,6
880,14.943755,-12.373243,0
881,-47.249557,10.597889,0
882,2.1674254,-29.434025,1
883,34.039097,20.397755,1
884,-58.421654,-0.23172255,1
885,-27.72844,-10.099004,2
886,24.042965,22.68322,6
887,-19.749016,4.4861827,6
888,-37.454247,16.072289,0
889,-47.463654,-1.8748105,2
890,-0.2072687,-18.80913,2
891,18.782347,-33.390293,7
892,31.868027,-2.8912883,4
893,19.21239,-18.723696,0
894,9.914465,10.547686,8
895,-40.173588,16.437859,6
896,16.97495,1.5594848,6
897,40.55444,8.610747,5
898,-12.247946,-41.58022,1
899,39.227184,29.101515,2
900,-21.09091,-4.0692325,3
901,-26.076042,-10.5433655,2
902,36.49438,33.14437,3
903,-27.405954,-10.157813,2
904,-4.3929634,-15.42357,6
905,49.176624,-15.446406,3
906,-5.9641953,-6.984307,8
907,0.9879043,-20.894213,3
908,39.778202,-28.296404,8
909,58.234146,0.5285101,2
910,-26.070261,-10.5448065,2
911,41.013695,-19.591661,8
912,2.4785154,-9.866152,9
